	Entrez	Ensembl	Symbol	Ctrl1	Ctrl2	DT1	DT2
32452	266692	ENSMUSG00000074643	Cpne1	2074	2263	1294	491
16019	71740	ENSMUSG00000006411	Nectin4	43	4	47	40
9035	53861	ENSMUSG00000028180	Zranb2	1397	1528	621	354
13561	67426	ENSMUSG00000026489	Coq8a	184	100	183	65
8863	53601	ENSMUSG00000024440	Pcdh12	10	0	3	3
51810	102465968	ENSMUSG00000098441	Mir6537	0	0	0	0
2038	14760	ENSMUSG00000032641	Gpr19	27	47	76	59
50774	100526539	ENSMUSG00000118710	Mir467a-10	0	0	0	0
50534	100504333	ENSMUSG00000097077	Gm16712	2	1	3	0
51861	102466258	ENSMUSG00000098896	Mir3473g	0	0	0	0
9248	54698	ENSMUSG00000032021	Crtam	2	0	98	1
5083	20354	ENSMUSG00000021451	Sema4d	545	126	274	199
17014	73466	ENSMUSG00000057240	Ms4a13	0	0	0	0
18866	76407	ENSMUSG00000027480	Sun5	0	0	0	0
23210	107652	ENSMUSG00000026670	Uap1	862	801	400	229
4381	19214	ENSMUSG00000071489	Ptgdr	10	0	5	0
1539	13874	ENSMUSG00000029377	Ereg	4183	2791	1039	214
5450	20890	ENSMUSG00000012282	Wnt8a	0	0	0	0
5438	20868	ENSMUSG00000020272	Stk10	276	162	86	94
2053	14780	ENSMUSG00000004344	Gpx5	0	0	0	0
3408	17394	ENSMUSG00000005800	Mmp8	252	3	46	10
13064	66724	ENSMUSG00000035476	Tab3	91	146	108	43
9247	54683	ENSMUSG00000024953	Prdx5	5051	2568	3019	5144
2889	16528	ENSMUSG00000024957	Kcnk4	0	0	1	2
534	12305	ENSMUSG00000003534	Ddr1	1036	1268	1957	943
531	12300	ENSMUSG00000019146	Cacng2	0	0	0	0
6913	26940	ENSMUSG00000066839	Ecsit	256	208	130	137
4215	18947	ENSMUSG00000025091	Pnliprp2	0	0	0	0
1350	13487	ENSMUSG00000001225	Slc26a3	0	0	0	0
9638	56637	ENSMUSG00000022812	Gsk3b	1471	1861	1226	463
13210	66934	ENSMUSG00000027635	Dsn1	91	102	64	66
14389	68789	ENSMUSG00000085492	Trmt61b	101	64	54	26
19203	77035	ENSMUSG00000030752	Kdm8	31	35	16	14
19194	77018	ENSMUSG00000058897	Col25a1	4	1	3	1
22795	105670	ENSMUSG00000022106	Rcbtb2	831	743	993	707
18897	76478	ENSMUSG00000035439	Haus8	216	109	113	177
23903	108671	ENSMUSG00000021811	Dnajc9	1075	582	551	470
13684	67602	ENSMUSG00000030327	Necap1	614	534	341	231
3321	17225	ENSMUSG00000022226	Mcpt2	391	305	701	173
3318	17222	ENSMUSG00000014355	Anapc1	1960	2333	1046	347
9178	54399	ENSMUSG00000025484	Bet1l	572	539	377	267
47350	100169864	ENSMUSG00000015290	Gm44504	0	2	0	0
58954	102640043	ENSMUSG00000110221	Gm36210	0	1	4	0
17232	73824	ENSMUSG00000098234	Snhg6	656	321	227	143
34302	330409	ENSMUSG00000071226	Cecr2	1	0	0	0
32601	269424	ENSMUSG00000025764	Jade1	114	194	144	113
2300	15251	ENSMUSG00000021109	Hif1a	2392	2040	1638	1015
14807	69542	ENSMUSG00000039269	2300002M23Rik	0	0	0	0
14621	69232	ENSMUSG00000006673	Qrich1	1286	1395	911	440
28083	211945	ENSMUSG00000060716	Plekhh1	24	11	3	0
16839	73218	ENSMUSG00000035206	Sppl2b	985	589	259	110
14338	68691	ENSMUSG00000026004	Kansl1l	126	121	169	61
32703	270201	ENSMUSG00000054792	Klhl18	192	222	164	110
15807	71330	ENSMUSG00000035469	Rcbtb1	601	426	262	112
15350	70551	ENSMUSG00000041594	Tmtc4	285	310	386	58
14495	69008	ENSMUSG00000021981	Cab39l	574	664	906	385
17658	74434	ENSMUSG00000027794	Sohlh2	0	0	0	0
39793	665113	ENSMUSG00000027692	Tnik	63	66	203	56
5273	20623	ENSMUSG00000038145	Snrk	490	802	1207	669
13502	67338	ENSMUSG00000020696	Rffl	144	162	185	126
5191	20504	ENSMUSG00000021335	Slc17a1	0	0	0	0
3216	17082	ENSMUSG00000026069	Il1rl1	266	26	133	39
50949	100628605	ENSMUSG00000093314	Mir5136	0	0	0	0
50948	100628604	ENSMUSG00000092738	Mir5135	0	0	0	0
50947	100628603	ENSMUSG00000093270	Mir5134	0	0	0	0
50946	100628602	ENSMUSG00000092696	Mir5133	0	0	0	0
50055	100503106	ENSMUSG00000085845	Gm13944	0	0	0	0
15316	70487	ENSMUSG00000099170	5730403I07Rik	0	1	0	0
37955	619312	ENSMUSG00000097694	G730013B05Rik	2	0	0	0
28363	215243	ENSMUSG00000037318	Traf3ip3	15	6	27	21
22796	105675	ENSMUSG00000021868	Ppif	244	74	67	101
30059	234730	ENSMUSG00000033703	Fcsk	92	133	135	62
25250	110948	ENSMUSG00000040820	Hlcs	46	84	68	21
2814	16419	ENSMUSG00000022817	Itgb5	11845	14238	9480	3726
20506	83962	ENSMUSG00000025103	Btbd1	2261	2243	936	579
29910	233276	ENSMUSG00000033790	Tubgcp5	267	306	210	61
27967	210146	ENSMUSG00000041037	Irgq	653	787	353	172
23102	107448	ENSMUSG00000025876	Unc5a	69	8	6	0
27872	208967	ENSMUSG00000048550	Thnsl1	32	109	22	19
27855	208760	ENSMUSG00000045091	Aqp12	0	0	0	0
21566	98956	ENSMUSG00000027185	Nat10	427	523	173	99
257	11815	ENSMUSG00000022548	Apod	1303	148	5808	3850
2136	14933	ENSMUSG00000025059	Gk	213	86	95	113
6404	22388	ENSMUSG00000005103	Wdr1	3587	2961	1941	1359
13575	67445	ENSMUSG00000040794	C1qtnf4	3	0	7	2
14241	68490	ENSMUSG00000051550	Zfp579	163	186	167	180
8369	52466	ENSMUSG00000020829	Slc46a1	137	90	97	38
14234	68480	ENSMUSG00000037960	Card19	1417	994	527	633
14233	68479	ENSMUSG00000061360	Phf5a	1262	928	518	669
27897	209212	ENSMUSG00000041153	Osgin2	152	103	105	78
6210	22113	ENSMUSG00000010760	Phlda2	80	3	0	0
17682	74466	ENSMUSG00000030877	Mfsd13b	0	0	0	0
25256	110954	ENSMUSG00000008682	Rpl10	29655	25206	21197	19503
33371	320014	ENSMUSG00000109473	B930025P03Rik	0	0	0	0
34448	333639	ENSMUSG00000059401	Mamld1	89	109	23	4
22258	103583	ENSMUSG00000020271	Fbxw11	2613	2643	1458	780
17314	73945	ENSMUSG00000036990	Otud4	1348	1080	436	250
29817	232790	ENSMUSG00000054594	Oscar	193	81	0	0
9880	58175	ENSMUSG00000002459	Rgs20	361	147	78	32
8858	53422	ENSMUSG00000018554	Ybx2	3	0	2	0
29353	228777	ENSMUSG00000059361	Nrsn2	0	0	0	0
9100	54127	ENSMUSG00000067288	Rps28	9754	6636	8039	8408
14292	68591	ENSMUSG00000039616	Mocos	96	35	60	31
21735	100177	ENSMUSG00000042408	Zmym6	138	121	206	48
16119	71885	ENSMUSG00000025384	Faap100	233	341	217	132
14934	69747	ENSMUSG00000014243	Zswim7	119	110	122	153
14933	69745	ENSMUSG00000024854	Pold4	228	132	331	206
10003	59029	ENSMUSG00000026914	Psmd14	2258	1812	1002	709
10002	59028	ENSMUSG00000024785	Rcl1	321	382	128	151
14931	69742	ENSMUSG00000031556	Tm2d2	1455	874	1236	804
19878	78249	ENSMUSG00000023918	Adgrf4	2	0	0	0
34093	328829	ENSMUSG00000073386	9830107B12Rik	23	1	11	8
13240	66978	ENSMUSG00000024188	Luc7l	687	448	308	298
17431	74111	ENSMUSG00000029594	Rbm19	311	333	125	55
13711	67642	ENSMUSG00000092183	4930515G01Rik	17	9	9	18
27038	116911	ENSMUSG00000114867	Cts8-ps	0	0	0	0
144	11634	ENSMUSG00000000731	Aire	0	0	0	0
42045	723814	ENSMUSG00000076066	Mir223	0	0	0	0
47015	100124488	ENSMUSG00000077897	Mir511	0	0	0	0
9381	56218	ENSMUSG00000020453	Patz1	585	690	552	231
35547	387135	ENSMUSG00000065403	Mir18	0	0	0	0
35653	387253	ENSMUSG00000065602	Mirlet7f-2	0	0	0	0
35648	387248	ENSMUSG00000105758	Mirlet7e	0	1	0	1
42193	723966	ENSMUSG00000065608	Mirlet7c-2	0	0	0	0
42175	723947	ENSMUSG00000065536	Mir98	0	0	0	0
16334	72229	ENSMUSG00000085831	Lncbate3	0	0	0	0
50122	100503337	ENSMUSG00000118038	Gm9895	0	0	1	1
34289	330350	ENSMUSG00000108356	9130221F21Rik	0	0	0	0
3796	18187	ENSMUSG00000025969	Nrp2	6339	7168	3232	905
18612	75871	ENSMUSG00000031728	Zfp821	173	164	209	116
137	11622	ENSMUSG00000019256	Ahr	1345	1124	885	267
240	11793	ENSMUSG00000038160	Atg5	1062	469	448	359
1307	13433	ENSMUSG00000004099	Dnmt1	1110	1117	310	291
4793	19716	ENSMUSG00000050071	Bex1	2	0	0	0
4791	19713	ENSMUSG00000030110	Ret	13	17	1	8
1729	14240	ENSMUSG00000056829	Foxb2	0	0	0	0
1724	14235	ENSMUSG00000001517	Foxm1	477	331	52	62
5407	20823	ENSMUSG00000068882	Ssb	3316	2954	1303	1416
1754	14275	ENSMUSG00000001827	Folr1	17	7	4	3
1106	13138	ENSMUSG00000039952	Dag1	5936	7402	6799	768
3326	17232	ENSMUSG00000071361	Mcpt9	5	0	0	0
768	12642	ENSMUSG00000050370	Ch25h	356	121	50	453
6595	23845	ENSMUSG00000029915	Clec5a	247	35	32	101
14165	68327	ENSMUSG00000015126	Tsr3	435	354	308	262
14163	68318	ENSMUSG00000053040	Aph1c	34	1	57	72
14159	68311	ENSMUSG00000022595	Lypd2	1	0	0	0
12475	64335	ENSMUSG00000017003	Svs3a	0	0	0	0
3964	18491	ENSMUSG00000028370	Pappa	4	8	5	35
14156	68307	ENSMUSG00000027703	Lrriq4	0	0	0	0
14153	68303	ENSMUSG00000029185	Fam114a1	1433	1609	1082	333
17558	74287	ENSMUSG00000055239	Kcmf1	2430	2229	1119	759
1052	13063	ENSMUSG00000063694	Cycs	2151	1173	696	1168
45656	100041530	ENSMUSG00000096488	Gm10409	0	0	0	0
8425	52552	ENSMUSG00000021725	Parp8	519	442	371	147
34294	330369	ENSMUSG00000047013	Fbxo41	4	1	4	1
21571	98999	ENSMUSG00000039501	Znfx1	647	757	936	377
9080	53973	ENSMUSG00000075551	Cyp3a41a	0	0	0	0
6829	26440	ENSMUSG00000030751	Psma1	2362	1688	939	1053
5883	21401	ENSMUSG00000001604	Tcea3	98	71	217	101
44562	100038608	ENSMUSG00000115667	Gm10389	5	1	1	0
6599	23854	ENSMUSG00000001482	Def8	446	379	417	162
370	11991	ENSMUSG00000000568	Hnrnpd	4279	3476	1927	1908
5264	20614	ENSMUSG00000027273	Snap25	19	3	6	23
3667	17993	ENSMUSG00000021764	Ndufs4	989	733	767	1000
5210	20525	ENSMUSG00000028645	Slc2a1	4651	4656	1850	1398
8835	53333	ENSMUSG00000002984	Tomm40	2587	1938	841	1209
12536	65102	ENSMUSG00000026036	Nif3l1	760	354	190	154
8855	53419	ENSMUSG00000005220	Corin	13	7	0	3
24372	109754	ENSMUSG00000018042	Cyb5r3	13156	16126	9647	4050
22608	104479	ENSMUSG00000020482	Ccdc117	522	368	645	330
4798	19725	ENSMUSG00000024206	Rfx2	83	134	70	25
36255	432720	ENSMUSG00000071551	Akr1c19	0	0	0	0
19132	76920	ENSMUSG00000073380	Arrdc5	0	0	0	0
17627	74388	ENSMUSG00000032393	Dpp8	1672	2021	837	300
27511	171285	ENSMUSG00000020399	Havcr2	344	25	69	183
22647	104771	ENSMUSG00000005078	Jkamp	910	981	659	307
17524	74238	ENSMUSG00000049038	Mterf2	63	58	62	34
16701	72949	ENSMUSG00000026349	Ccnt2	270	285	205	96
9429	56322	ENSMUSG00000020843	Timm22	740	521	522	455
3428	17470	ENSMUSG00000022661	Cd200	267	877	3337	188
3427	17463	ENSMUSG00000039067	Psmd7	3418	2701	1797	1051
14178	68352	ENSMUSG00000038704	Aspdh	0	0	0	0
28291	214424	ENSMUSG00000032392	Parp16	200	164	102	102
29077	225913	ENSMUSG00000034371	Tkfc	261	237	228	125
8401	52521	ENSMUSG00000052253	Zfp622	2093	1391	2052	1372
20410	81703	ENSMUSG00000034271	Jdp2	836	704	1183	804
51714	102465659	ENSMUSG00000098327	Mir7087	0	0	0	0
28916	224250	ENSMUSG00000022744	Cldnd1	2036	1790	1491	638
30697	242122	ENSMUSG00000051076	Vtcn1	189	1	0	0
27776	207798	ENSMUSG00000036292	Gramd1c	22	7	71	9
22205	103268	ENSMUSG00000019813	Cep57l1	76	77	85	52
3380	17330	ENSMUSG00000024896	Minpp1	1112	1112	365	275
6017	21789	ENSMUSG00000029664	Tfpi2	20	15	6	0
6013	21785	ENSMUSG00000024028	Tff2	0	0	0	0
6012	21784	ENSMUSG00000024032	Tff1	0	0	4	0
36928	445267	ENSMUSG00000087009	Nphs1os	0	0	0	0
3485	17691	ENSMUSG00000024042	Sik1	687	517	2726	2184
20995	94253	ENSMUSG00000021301	Hecw1	0	1	0	0
3942	18440	ENSMUSG00000022758	P2rx6	8	6	105	10
27638	193286	ENSMUSG00000045942	BC049762	2	1	3	0
18924	76539	ENSMUSG00000057858	Fam204a	951	1009	621	367
17235	73827	ENSMUSG00000047090	Tmem198b	701	596	462	158
17182	73747	ENSMUSG00000044991	Shld1	63	62	85	76
16230	72056	ENSMUSG00000035372	1810055G02Rik	1193	1268	589	262
16031	71760	ENSMUSG00000019232	Etnppl	0	0	0	0
1985	14685	ENSMUSG00000034837	Gnat1	1	0	0	0
49941	100502841	ENSMUSG00000039840	Epg5	484	1002	160	66
1011	13001	ENSMUSG00000024387	Csnk2b	760	524	365	329
12966	66586	ENSMUSG00000027357	Crls1	639	506	226	156
20768	93703	ENSMUSG00000103088	Pcdhgb6	8	11	1	3
27876	208990	ENSMUSG00000044034	Npb	0	0	0	0
19522	77697	ENSMUSG00000029575	Mmab	89	94	105	41
12619	66101	ENSMUSG00000060288	Ppih	265	220	169	248
21877	101095	ENSMUSG00000025821	Zfp282	279	326	181	100
15031	69922	ENSMUSG00000064090	Vrk2	72	64	88	65
16189	71990	ENSMUSG00000029599	Ddx54	2334	1979	745	639
16212	72026	ENSMUSG00000022386	Trmu	172	151	126	113
13963	67994	ENSMUSG00000030611	Mrps11	630	392	333	487
18873	76415	ENSMUSG00000046826	Fam187b	0	1	0	0
29061	225849	ENSMUSG00000024777	Ppp2r5b	1392	1746	988	741
222	11770	ENSMUSG00000062515	Fabp4	9	2	10	26
18818	76265	ENSMUSG00000020781	Tsen54	263	162	111	101
13436	67255	ENSMUSG00000059878	Zfp422	664	650	415	255
48899	100417434	ENSMUSG00000092125	AA543401	0	0	0	0
33228	319750	ENSMUSG00000089633	A230009B12Rik	0	0	0	0
23422	108105	ENSMUSG00000022686	B3gnt5	19	1	19	32
15827	71361	ENSMUSG00000020085	Aifm2	532	395	274	203
15684	71148	ENSMUSG00000028522	Mier1	904	1000	745	332
51969	102466914	ENSMUSG00000098787	Mir7088	0	0	0	0
3691	18022	ENSMUSG00000058794	Nfe2	57	0	12	10
382	12010	ENSMUSG00000060802	B2m	38933	34980	87383	106681
5256	20606	ENSMUSG00000047904	Sstr2	373	29	4	3
50046	100503085	ENSMUSG00000014164	Klhl3	59	66	52	17
7834	30942	ENSMUSG00000017688	Hnf4g	0	0	0	0
8841	53376	ENSMUSG00000032010	Usp2	82	58	385	89
7794	30839	ENSMUSG00000015095	Fbxw5	643	624	422	272
15496	70866	ENSMUSG00000026336	Slco6d1	0	0	0	0
15493	70861	ENSMUSG00000025955	Akr1cl	0	0	0	0
33451	320159	ENSMUSG00000045761	Togaram2	3	4	8	2
35863	404284	ENSMUSG00000117744	Vmn1r59	0	0	0	0
13776	67726	ENSMUSG00000020523	Fam114a2	468	535	466	314
51963	102466885	ENSMUSG00000099275	Mir8107	0	0	0	0
9909	58222	ENSMUSG00000020732	Rab37	6	3	11	6
20263	79043	ENSMUSG00000024160	Spsb3	472	406	298	411
26975	116811	ENSMUSG00000108043	Zim3	0	0	0	0
21867	101023	ENSMUSG00000043059	Zfp513	498	437	417	246
7754	29870	ENSMUSG00000022385	Gtse1	339	142	7	62
39401	637021	ENSMUSG00000094396	Vmn2r124	0	0	0	0
261	11820	ENSMUSG00000022892	App	14741	26474	27275	5881
1586	14030	ENSMUSG00000009079	Ewsr1	4207	3168	1707	1383
31196	252906	ENSMUSG00000099611	Vmn1r189	0	0	0	0
14517	69049	ENSMUSG00000079494	Nat8f5	0	0	3	0
29830	232855	ENSMUSG00000066838	Zfp772	41	54	63	25
4277	19056	ENSMUSG00000021816	Ppp3cb	1778	1822	1118	454
20226	78892	ENSMUSG00000031825	Crispld2	162	19	91	62
242	11797	ENSMUSG00000057367	Birc2	273	314	346	273
34045	328381	ENSMUSG00000037833	Sh2d4b	0	1	3	0
3138	16882	ENSMUSG00000020697	Lig3	620	661	198	66
1743	14261	ENSMUSG00000040181	Fmo1	6	0	150	50
5271	20621	ENSMUSG00000037972	Snn	612	763	964	331
5269	20619	ENSMUSG00000027287	Snap23	1084	626	483	531
4488	19357	ENSMUSG00000022314	Rad21	6139	6436	3679	1612
9496	56424	ENSMUSG00000039615	Stub1	1276	1148	731	488
27009	116870	ENSMUSG00000021144	Mta1	2732	3073	1592	859
14873	69652	ENSMUSG00000100291	2310069B03Rik	0	2	0	0
16064	71805	ENSMUSG00000032939	Nup93	1001	826	441	248
30319	237782	ENSMUSG00000049323	Smcr8	414	370	262	115
8838	53357	ENSMUSG00000042632	Pla2g6	455	558	312	236
33474	320203	ENSMUSG00000050334	C130071C03Rik	769	1536	742	379
3954	18475	ENSMUSG00000003131	Pafah1b2	3329	2970	1403	878
13775	67725	ENSMUSG00000021809	Nudt13	163	103	208	133
3838	18260	ENSMUSG00000021638	Ocln	6	0	3	14
34461	338348	ENSMUSG00000039021	Ttc16	6	1	5	0
626	12427	ENSMUSG00000027793	Ccna1	0	0	0	0
2292	15234	ENSMUSG00000028864	Hgf	97	41	13	38
1943	14618	ENSMUSG00000047797	Gjb1	0	2	1	21
19177	76983	ENSMUSG00000020952	Scfd1	710	741	428	379
14509	69035	ENSMUSG00000025786	Zdhhc3	1416	1585	773	377
16214	72029	ENSMUSG00000023973	Cnpy3	1564	1406	1439	1179
51858	102466255	ENSMUSG00000106463	Mir1291	1	3	7	3
44358	100037283	ENSMUSG00000095687	Rnaset2a	0	0	1	0
28658	217715	ENSMUSG00000004788	Eif2b2	1302	1836	1085	680
27782	207911	ENSMUSG00000050164	Mchr1	4	3	7	6
14858	69617	ENSMUSG00000021193	Pitrm1	579	716	633	158
34982	381463	ENSMUSG00000048938	Nr1h5	0	0	0	0
26737	114585	ENSMUSG00000043311	D17H6S53E	242	169	138	101
23293	107817	ENSMUSG00000056962	Jmjd6	908	609	621	470
6521	22746	ENSMUSG00000058331	Zfp85	30	26	7	14
13455	67282	ENSMUSG00000020056	Washc3	789	378	657	544
16104	71865	ENSMUSG00000047648	Fbxo30	599	313	584	218
16098	71856	ENSMUSG00000076434	Wfdc3	124	106	128	9
28950	224671	ENSMUSG00000062202	Btbd9	349	490	268	98
8625	52897	ENSMUSG00000025576	Rbfox3	0	0	0	0
30963	244757	ENSMUSG00000036395	Glb1l2	2	0	0	0
9114	54153	ENSMUSG00000004952	Rasa4	418	236	571	254
30789	243078	ENSMUSG00000049537	Tecrl	0	0	0	0
30422	239027	ENSMUSG00000063506	Arhgap22	1784	2315	248	259
34518	353190	ENSMUSG00000038957	Edc3	628	612	396	188
30301	237553	ENSMUSG00000050663	Trhde	0	0	3	0
17504	74202	ENSMUSG00000006219	Fblim1	566	541	60	87
23897	108654	ENSMUSG00000038121	Fam210a	740	929	303	160
29029	225392	ENSMUSG00000044024	Rell2	2	7	14	3
28892	224024	ENSMUSG00000012017	Scarf2	171	22	237	62
29738	231989	ENSMUSG00000107935	Gm4872	0	0	0	0
13026	66665	ENSMUSG00000039693	Msantd3	372	320	221	157
32512	268739	ENSMUSG00000004562	Arhgef40	2676	3865	1441	514
6366	22339	ENSMUSG00000023951	Vegfa	5149	6561	2406	1826
14158	68310	ENSMUSG00000043872	Zmym1	152	129	57	93
15202	70281	ENSMUSG00000100084	2310068J16Rik	3	3	13	0
9204	54525	ENSMUSG00000024743	Syt7	103	21	5	11
348	11949	ENSMUSG00000025781	Atp5c1	3281	3131	3220	1853
4082	18685	ENSMUSG00000058388	Phtf1	558	653	228	87
27582	192191	ENSMUSG00000061650	Med9	513	429	325	310
27580	192188	ENSMUSG00000035459	Stab2	0	4	0	1
15681	71145	ENSMUSG00000022032	Scara5	171	12	26	58
15999	71710	ENSMUSG00000027550	Lrrcc1	170	167	104	67
8460	52626	ENSMUSG00000020392	Cdkn2aipnl	1209	1216	416	342
19567	77772	ENSMUSG00000042672	Dcst1	22	17	10	12
28671	217830	ENSMUSG00000021185	Dglucy	255	194	97	42
18898	76479	ENSMUSG00000025024	Smndc1	1244	883	589	403
14149	68294	ENSMUSG00000001082	Mfsd10	922	818	646	370
15123	70099	ENSMUSG00000034349	Smc4	877	922	301	330
23908	108686	ENSMUSG00000032740	Ccdc88a	687	904	252	90
28220	213491	ENSMUSG00000040842	Szrd1	2696	2429	1568	1048
1965	14658	ENSMUSG00000028020	Glrb	3	48	74	11
16233	72061	ENSMUSG00000021458	Aopep	1258	1899	1587	1015
17513	74221	ENSMUSG00000051896	Tex37	0	0	0	0
28768	218975	ENSMUSG00000021840	Mapk1ip1l	2198	1892	1198	358
4481	19349	ENSMUSG00000079477	Rab7	9952	8359	6116	4359
9642	56644	ENSMUSG00000079293	Clec7a	210	45	243	1284
27920	209478	ENSMUSG00000048720	Tbc1d12	561	593	224	67
22114	102632	ENSMUSG00000090150	Acad11	166	130	139	78
34382	331063	ENSMUSG00000056293	Gsdmc2	0	0	0	0
32508	268709	ENSMUSG00000021750	Fam107a	5	6	78	36
15837	71375	ENSMUSG00000033713	Foxn3	125	118	139	74
30818	243385	ENSMUSG00000045441	Gprin3	1	2	3	0
30656	241556	ENSMUSG00000027217	Tspan18	53	185	753	57
30530	240121	ENSMUSG00000011589	Fsd1	0	0	4	14
30434	239126	ENSMUSG00000071347	C1qtnf9	2	1	13	2
30292	237422	ENSMUSG00000035620	Ric8b	650	458	352	165
17228	73820	ENSMUSG00000116611	4930404A05Rik	0	0	0	0
12754	66278	ENSMUSG00000061461	Smim20	57	5	23	36
16776	73094	ENSMUSG00000028524	Sgip1	13	2	24	44
3743	18108	ENSMUSG00000026643	Nmt2	1474	1408	744	176
30886	243963	ENSMUSG00000048012	Zfp473	1	3	0	3
30402	238690	ENSMUSG00000055480	Zfp458	29	36	29	17
32647	269800	ENSMUSG00000038346	Zfp384	779	686	506	371
45883	100042175	ENSMUSG00000095546	Gm10230	0	0	0	0
1347	13483	ENSMUSG00000061576	Dpp6	0	4	3	0
13491	67327	ENSMUSG00000099863	1700031L13Rik	0	0	0	0
46581	100043793	ENSMUSG00000097011	Gm4651	0	0	0	0
30377	238384	ENSMUSG00000041771	Slc24a4	1	0	0	1
2072	14804	ENSMUSG00000071424	Grid2	0	1	11	0
2261	15185	ENSMUSG00000031161	Hdac6	560	505	273	127
1670	14161	ENSMUSG00000028001	Fga	1	0	0	0
1669	14160	ENSMUSG00000020140	Lgr5	5	32	49	0
18094	75115	ENSMUSG00000096986	4930509E16Rik	3	0	1	0
18035	75028	ENSMUSG00000089914	4930486I03Rik	0	0	0	0
49816	100499514	ENSMUSG00000093280	Mir2861	11	4	9	6
47709	100316703	ENSMUSG00000088606	Mir1951	0	0	0	0
9842	57780	ENSMUSG00000036578	Fxyd7	12	6	20	45
16554	72635	ENSMUSG00000053091	Lins1	137	152	101	51
13515	67355	ENSMUSG00000101505	1700109G14Rik	0	0	0	0
50741	100526502	ENSMUSG00000093293	Mir3095	0	0	0	0
2049	14775	ENSMUSG00000063856	Gpx1	9756	5999	8656	7936
9466	56378	ENSMUSG00000029465	Arpc3	4750	2448	2608	2926
6960	27140	ENSMUSG00000040610	Tlx3	0	0	0	0
18593	75845	ENSMUSG00000109382	4930567K12Rik	0	0	0	0
1496	13821	ENSMUSG00000027624	Epb41l1	3033	3057	796	348
15035	69930	ENSMUSG00000012640	Zfp715	255	230	198	75
4062	18642	ENSMUSG00000033065	Pfkm	1196	1226	1157	341
13566	67433	ENSMUSG00000021578	Ccdc127	1305	1112	596	348
16232	72058	ENSMUSG00000000159	Igsf5	2	9	0	3
51660	102465605	ENSMUSG00000099238	Mir7001	1	0	1	0
51935	102466804	ENSMUSG00000099226	Mir7091	0	0	0	0
6752	24135	ENSMUSG00000058291	Zfp68	330	419	326	133
30179	235712	ENSMUSG00000096719	Mrgpra2b	19	2	5	4
30007	234329	ENSMUSG00000053490	Trim60	0	0	0	0
29930	233549	ENSMUSG00000052396	Mogat2	0	0	0	0
29888	233090	ENSMUSG00000046438	Scgb2b24	0	0	0	0
29131	226414	ENSMUSG00000026356	Dars	1770	1656	761	423
9161	54376	ENSMUSG00000066189	Cacng3	883	71	1	21
9159	54373	ENSMUSG00000006179	Prss16	10	4	6	2
9147	54343	ENSMUSG00000030213	Atf7ip	370	460	356	129
27598	192236	ENSMUSG00000025188	Hps1	390	421	236	142
9143	54326	ENSMUSG00000021364	Elovl2	0	3	13	0
45984	100042450	ENSMUSG00000093536	Smim17	0	0	0	0
3157	16918	ENSMUSG00000028654	Mycl	24	3	12	12
1575	14011	ENSMUSG00000030199	Etv6	1500	1707	840	577
4458	19324	ENSMUSG00000020149	Rab1a	5790	4547	3731	2482
4816	19762	ENSMUSG00000057455	Rit2	4	0	0	1
4809	19737	ENSMUSG00000026678	Rgs5	65	11	63	92
5093	20364	ENSMUSG00000041571	Selenow	4532	3938	8247	7987
5092	20363	ENSMUSG00000064373	Selenop	4433	816	7133	9645
5085	20356	ENSMUSG00000022231	Sema5a	6587	12681	3073	594
5403	20818	ENSMUSG00000032553	Srprb	3539	3074	1185	846
2366	15405	ENSMUSG00000038227	Hoxa9	0	0	0	0
472	12182	ENSMUSG00000029082	Bst1	115	22	20	19
14613	69216	ENSMUSG00000028643	Svbp	601	517	715	860
13758	67704	ENSMUSG00000054091	1810037I17Rik	1762	1513	1839	2520
12433	63959	ENSMUSG00000023942	Slc29a1	15771	17229	13020	5062
4991	20226	ENSMUSG00000068739	Sars	4884	4669	1756	1366
16389	72303	ENSMUSG00000067231	Cyp2c65	0	0	0	0
12746	66269	ENSMUSG00000031919	Tmed6	0	0	0	0
6060	21854	ENSMUSG00000062580	Timm17a	2001	1618	822	851
2055	14783	ENSMUSG00000020176	Grb10	37	15	25	11
9458	56369	ENSMUSG00000010911	Apip	254	193	288	215
2303	15258	ENSMUSG00000061436	Hipk2	132	115	110	66
14051	68149	ENSMUSG00000021203	Otub2	44	49	40	19
18472	75659	ENSMUSG00000030032	Wdr54	130	66	62	82
7038	27395	ENSMUSG00000033845	Mrpl15	1113	537	386	515
33218	319734	ENSMUSG00000041460	Cacna2d4	0	0	0	0
50352	100503895	ENSMUSG00000024173	Tpsab1	728	233	2631	267
38885	627828	ENSMUSG00000069014	Gm6793	0	0	0	0
6626	23908	ENSMUSG00000040151	Hs2st1	2316	2458	1822	522
29367	228839	ENSMUSG00000062175	Tgif2	340	354	1406	869
4002	18557	ENSMUSG00000026437	Cdk18	178	82	56	5
3780	18164	ENSMUSG00000025582	Nptx1	7518	7514	185	206
6767	26369	ENSMUSG00000050996	Cetn1	0	0	0	0
546	12319	ENSMUSG00000041261	Car8	6	1	11	3
1017	13008	ENSMUSG00000020186	Csrp2	15698	4009	3681	1739
26724	114566	ENSMUSG00000049548	Krt82	0	0	0	0
22248	103554	ENSMUSG00000040850	Psme4	2137	1885	893	237
27940	209707	ENSMUSG00000015882	Lcorl	130	153	61	65
