,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-168333,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,30,-0.656901148,-1.877326942,0.001396648,0.026316283,0.021872607,4093,"tags=70%, list=28%, signal=51%",NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/RAN/NDC1/NUP35/SEH1L
R-HSA-8986944,R-HSA-8986944,Transcriptional Regulation by MECP2,54,-0.587014361,-1.877755526,0.000493583,0.018819045,0.015641326,1910,"tags=24%, list=13%, signal=21%",HIPK2/GAD1/MET/SLC2A3/GPRIN1/AGO2/SGK1/CAMK4/GRIN2A/GRIN2B/CAMK2A/CAMK2B/GRIA2
R-HSA-379716,R-HSA-379716,Cytosolic tRNA aminoacylation,24,-0.689019038,-1.879339306,0.002075167,0.032612235,0.027105447,3831,"tags=83%, list=26%, signal=62%",EPRS1/AIMP1/NARS1/AIMP2/KARS1/DARS1/AARS1/SARS1/CARS1/MARS1/TARS1/IARS1/LARS1/EEF1E1/FARSA/VARS1/YARS1/HARS1/GARS1/FARSB
R-HSA-159231,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,40,-0.62219783,-1.882136111,0.001440576,0.02657484,0.022087505,4853,"tags=72%, list=33%, signal=49%",SYMPK/CPSF3/NUP42/CPSF2/WDR33/NCBP1/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NCBP2/NUP205/NUP58/FIP1L1/EIF4E/NUP188/NDC1/NUP35/SEH1L
R-HSA-442982,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,17,-0.749201656,-1.882301286,0.001824818,0.030457073,0.025314198,638,"tags=29%, list=4%, signal=28%",RASGRF2/GRIN1/GRIN2B/CAMK2A/CAMK2B
R-HSA-4085377,R-HSA-4085377,SUMOylation of SUMOylation proteins,33,-0.64582064,-1.88637458,0.001642421,0.029147782,0.024225989,4218,"tags=67%, list=29%, signal=48%",UBE2I/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/TOPORS/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/NDC1/NUP35/SEH1L
R-HSA-6790901,R-HSA-6790901,rRNA modification in the nucleus and cytosol,59,-0.581970044,-1.89246892,0.000498132,0.018819045,0.015641326,3724,"tags=69%, list=25%, signal=52%",NOC4L/WDR46/UTP6/WDR36/BMS1/UTP14A/RCL1/TBL3/NAT10/FBL/UTP18/SNU13/BUD23/KRR1/DIMT1/NOP10/UTP25/UTP15/DHX37/WDR75/NHP2/NOL11/PDCD11/UTP11/NOP58/PWP2/HEATR1/WDR3/UTP20/RRP9/DCAF13/WDR43/PNO1/RRP7A/NOP14/NOP56/EMG1/UTP3/DKC1/NOP2/UTP4
R-HSA-159234,R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,41,-0.623868904,-1.894535305,0.001210654,0.025638212,0.021309033,4853,"tags=73%, list=33%, signal=49%",SYMPK/CPSF3/NUP42/CPSF2/WDR33/NCBP1/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/SLBP/NUP88/NUP155/NCBP2/NUP205/NUP58/FIP1L1/EIF4E/NUP188/NDC1/NUP35/SEH1L
R-HSA-4615885,R-HSA-4615885,SUMOylation of DNA replication proteins,44,-0.614783198,-1.89506003,0.000974184,0.025495545,0.021190456,4247,"tags=64%, list=29%, signal=45%",PCNA/UBE2I/NUP62/NUP37/NUP85/NUP98/CDCA8/BIRC5/AURKB/NUP54/RAE1/INCENP/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/AURKA/NUP155/NUP205/NUP58/TOP1/NUP188/NDC1/NUP35/SEH1L
R-HSA-170822,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,30,-0.663202984,-1.895336662,0.001163873,0.025495545,0.021190456,4093,"tags=70%, list=28%, signal=51%",NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/NDC1/NUP35/SEH1L/GCKR
R-HSA-5619107,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),30,-0.663202984,-1.895336662,0.001163873,0.025495545,0.021190456,4093,"tags=70%, list=28%, signal=51%",NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/NDC1/NUP35/SEH1L/GCKR
R-HSA-176187,R-HSA-176187,Activation of ATR in response to replication stress,37,-0.636544569,-1.897633489,0.000957167,0.025495545,0.021190456,4605,"tags=81%, list=31%, signal=56%",RAD1/CDK2/RPA2/ORC3/MCM2/RPA3/MCM5/MCM3/RFC2/ATR/CDC25C/ATRIP/MCM4/DBF4/RAD9B/RFC4/RFC3/CDC7/MCM7/ORC1/MCM6/CDC45/RFC5/CLSPN/CDC6/ORC6/MCM8/CDC25A/ORC5/MCM10
R-HSA-68962,R-HSA-68962,Activation of the pre-replicative complex,32,-0.654872431,-1.897636366,0.001405152,0.026316283,0.021872607,4914,"tags=91%, list=33%, signal=61%",CDT1/POLE4/CDK2/RPA2/GMNN/ORC3/MCM2/RPA3/MCM5/MCM3/POLE/PRIM1/POLA1/POLE3/MCM4/DBF4/PRIM2/CDC7/MCM7/ORC1/MCM6/CDC45/POLA2/CDC6/ORC6/MCM8/ORC5/MCM10/POLE2
R-HSA-8868773,R-HSA-8868773,rRNA processing in the nucleus and cytosol,186,-0.486726129,-1.897768759,0.000286615,0.01692174,0.014064394,5457,"tags=68%, list=37%, signal=44%",EXOSC1/RPL18A/MPHOSPH10/RPL5/RPL27A/RPS23/RPL10A/RPS27A/RPS8/RPL32/RPL7/RPL4/RPSA/RPL23A/FCF1/EXOSC10/RRP36/RPLP1/IMP3/RBM28/RPL14/RPS7/NOB1/ISG20L2/C1D/RPS6/RPS14/RPL26L1/RPS3A/LAS1L/DIS3/RPL38/RPS5/DDX49/RPL36/RPS16/XRN2/RPL8/RPS18/RPS25/GAR1/FTSJ3/IMP4/RPS3/RPS26/RPL6/EXOSC7/LTV1/RPS24/RPL24/RPL27/RPL9/RPS21/NOC4L/WDR46/RPL35/UTP6/WDR36/BMS1/UTP14A/RCL1/PELP1/RIOK2/TBL3/RPL39L/NAT10/FBL/EXOSC4/SENP3/UTP18/SNU13/RPL22L1/BUD23/GNL3/MTREX/KRR1/RPP40/RPP30/ERI1/DIMT1/EXOSC3/NCL/NOP10/PES1/CSNK1E/UTP25/UTP15/DHX37/WDR75/NHP2/NOL11/RPL17/EXOSC9/TSR1/PDCD11/UTP11/NOP58/RPS10/PWP2/HEATR1/DDX21/WDR3/RIOK1/UTP20/RRP9/DCAF13/WDR43/PNO1/TEX10/EXOSC5/RRP7A/EBNA1BP2/EXOSC8/NOP14/NOP56/RPS17/EXOSC2/RRP1/EMG1/UTP3/DKC1/NOP2/UTP4/NIP7/WDR12/BYSL/MPHOSPH6
R-HSA-159227,R-HSA-159227,Transport of the SLBP independent Mature mRNA,33,-0.650675441,-1.900554945,0.00140779,0.026316283,0.021872607,4292,"tags=70%, list=29%, signal=50%",NCBP1/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NCBP2/NUP205/NUP58/EIF4E/NUP188/NDC1/NUP35/SEH1L
R-HSA-165054,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,33,-0.651118202,-1.901848205,0.00140779,0.026316283,0.021872607,4238,"tags=70%, list=29%, signal=50%",RCC1/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/RANBP1/NUP205/NUP58/NUP188/RAN/NDC1/NUP35/SEH1L
R-HSA-72172,R-HSA-72172,mRNA Splicing,187,-0.488715828,-1.907380852,0.000285959,0.01692174,0.014064394,5855,"tags=68%, list=40%, signal=42%",FUS/POLR2I/PRPF31/PPIE/CPSF4/CTNNBL1/XAB2/HNRNPK/CWC27/SNRPD2/CSTF1/CDC40/PCBP1/LSM5/CASC3/PCF11/LSM3/PPIH/SRRM1/DHX16/HNRNPA3/POLR2A/EIF4A3/PRPF8/LSM6/SRSF6/U2AF1L4/SNRNP35/SF3B6/HNRNPF/SRSF5/PTBP1/RBM17/SNRPC/PUF60/SYMPK/CPSF3/HNRNPM/CPSF6/PRPF38A/PAPOLA/HNRNPC/DHX38/LSM7/HNRNPD/SF3B3/SMNDC1/CPSF2/RBM22/SNRPA/WDR33/SUGP1/SF3A1/SRSF9/GPKOW/SART1/SRSF4/CDC5L/SF3B2/NCBP1/HNRNPR/BCAS2/DHX9/POLR2C/LSM2/PPIL6/DDX46/HNRNPA2B1/POLR2K/CLP1/SF3B5/TXNL4A/CWC22/LSM4/PPIL3/PHF5A/PLRG1/SNRNP40/RBMX/DDX5/PRPF4/SRRT/PQBP1/HNRNPL/WBP11/SNRNP70/CHERP/SNRPF/SNRPB2/MAGOHB/SRSF3/RNPS1/SNRNP27/MAGOH/BUD31/PDCD7/POLR2G/CSTF3/SRSF10/POLR2B/SNRPG/SRSF1/TRA2B/U2AF2/GTF2F2/SNRPE/SNU13/U2SURP/MTREX/SF3A3/POLR2H/NCBP2/POLR2D/UPF3B/SNRNP48/YBX1/POLR2F/SNRPB/FIP1L1/SNRPA1/DHX15/CSTF2/HSPA8/SRSF7/PPIL1/PRPF3/SNRPD1/ELAVL2
R-HSA-1268020,R-HSA-1268020,Mitochondrial protein import,60,-0.585180537,-1.908506948,0.000249377,0.01692174,0.014064394,3790,"tags=55%, list=26%, signal=41%",TOMM5/TIMM44/ATP5F1B/TIMM17A/PMPCA/FXN/GRPEL2/MTX1/CMC2/ATP5MC1/TIMM50/TOMM22/CHCHD3/TIMM13/CYC1/CHCHD2/COX17/TIMM22/VDAC1/COA6/TIMM8A/TIMM21/TOMM40/TIMM10/PITRM1/COA4/CHCHD4/NDUFB8/BCS1L/HSPD1/GRPEL1/HSPA9/PAM16
R-HSA-416993,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,14,-0.794667592,-1.909343431,0.000455581,0.018819045,0.015641326,1389,"tags=36%, list=9%, signal=32%",PRKCB/GRIA3/PRKCG/GRIA1/GRIA2
R-HSA-9615933,R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,27,-0.683066813,-1.912702541,0.001853139,0.030565889,0.025404639,4238,"tags=78%, list=29%, signal=56%",RCC1/UBE2I/NUP62/NUP37/NUP85/NUP98/NUP54/AHCTF1/NUP43/POM121/NUP93/KPNB1/NUP107/NUP155/NUP205/NUP58/NUP188/RAN/NDC1/NUP35/SEH1L
R-HSA-159230,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,34,-0.652920855,-1.916870437,0.001182033,0.025495545,0.021190456,4292,"tags=71%, list=29%, signal=50%",NCBP1/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/SLBP/NUP88/NUP155/NCBP2/NUP205/NUP58/EIF4E/NUP188/NDC1/NUP35/SEH1L
R-HSA-168271,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,30,-0.672054765,-1.920633752,0.000931099,0.025495545,0.021190456,4093,"tags=73%, list=28%, signal=53%",NUP62/NUP37/NUP85/KPNA1/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/KPNB1/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/NDC1/NUP35/SEH1L
R-HSA-9620244,R-HSA-9620244,Long-term potentiation,21,-0.729229697,-1.922008302,0.001153669,0.025495545,0.021190456,886,"tags=38%, list=6%, signal=36%",GRIA1/GRIN1/NRGN/GRIN2A/GRIN2B/CAMK2A/CAMK2B/GRIA2
R-HSA-379724,R-HSA-379724,tRNA Aminoacylation,42,-0.629763121,-1.924262109,0.00096432,0.025495545,0.021190456,4787,"tags=79%, list=32%, signal=53%",IARS2/AARS2/RARS1/PARS2/PPA1/YARS2/PPA2/LARS2/EPRS1/AIMP1/DARS2/NARS2/TARS2/NARS1/AIMP2/KARS1/DARS1/AARS1/SARS1/EARS2/CARS1/MARS1/TARS1/IARS1/LARS1/EEF1E1/FARSA/VARS1/YARS1/HARS1/GARS1/FARSB/MARS2
R-HSA-72312,R-HSA-72312,rRNA processing,195,-0.491258168,-1.928583437,0.000288684,0.01692174,0.014064394,5392,"tags=68%, list=37%, signal=44%",MPHOSPH10/RPL5/RPL27A/RPS23/RPL10A/RPS27A/RPS8/RPL32/RPL7/RPL4/RPSA/RPL23A/FCF1/EXOSC10/RRP36/NSUN4/RPLP1/IMP3/RBM28/RPL14/RPS7/NOB1/ISG20L2/C1D/RPS6/RPS14/RPL26L1/RPS3A/LAS1L/DIS3/RPL38/RPS5/DDX49/RPL36/RPS16/HSD17B10/XRN2/RPL8/ELAC2/RPS18/RPS25/GAR1/FTSJ3/IMP4/RPS3/RPS26/RPL6/EXOSC7/LTV1/MRM2/RPS24/RPL24/RPL27/RPL9/RPS21/NOC4L/WDR46/RPL35/UTP6/WDR36/BMS1/UTP14A/RCL1/PELP1/RIOK2/TBL3/RPL39L/NAT10/FBL/EXOSC4/SENP3/UTP18/SNU13/RPL22L1/BUD23/GNL3/MTREX/KRR1/RPP40/RPP30/ERI1/DIMT1/TFB1M/EXOSC3/NCL/NOP10/PES1/CSNK1E/MRM3/UTP25/UTP15/DHX37/WDR75/NHP2/NOL11/RPL17/TRMT10C/EXOSC9/TSR1/PDCD11/UTP11/NOP58/RPS10/PWP2/HEATR1/DDX21/WDR3/PRORP/RIOK1/UTP20/RRP9/DCAF13/WDR43/PNO1/PRORP/TEX10/EXOSC5/RRP7A/EBNA1BP2/EXOSC8/NOP14/NOP56/RPS17/EXOSC2/RRP1/EMG1/UTP3/DKC1/NOP2/UTP4/NIP7/WDR12/BYSL/MPHOSPH6
R-HSA-177243,R-HSA-177243,Interactions of Rev with host cellular proteins,35,-0.655034784,-1.929027542,0.000945626,0.025495545,0.021190456,4238,"tags=71%, list=29%, signal=51%",RCC1/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NPM1/KPNB1/NUP50/NUP107/NUP153/NUP88/NUP155/RANBP1/NUP205/NUP58/NUP188/RAN/NDC1/NUP35/SEH1L
R-HSA-168325,R-HSA-168325,Viral Messenger RNA Synthesis,42,-0.631762623,-1.930371652,0.00096432,0.025495545,0.021190456,4220,"tags=67%, list=29%, signal=48%",POLR2C/NUP62/NUP37/NUP85/POLR2K/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/POLR2G/NUP50/POLR2B/NUP107/NUP153/GTF2F2/NUP88/NUP155/POLR2H/POLR2D/NUP205/NUP58/POLR2F/NUP188/NDC1/NUP35/SEH1L
R-HSA-180746,R-HSA-180746,Nuclear import of Rev protein,32,-0.666643211,-1.931744779,0.00117096,0.025495545,0.021190456,4238,"tags=75%, list=29%, signal=54%",RCC1/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NPM1/KPNB1/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/RAN/NDC1/NUP35/SEH1L
R-HSA-69190,R-HSA-69190,DNA strand elongation,32,-0.668821533,-1.938056945,0.00117096,0.025495545,0.021190456,4405,"tags=91%, list=30%, signal=64%",RPA2/PCNA/GINS4/MCM2/RPA3/GINS3/MCM5/POLD3/MCM3/RFC2/PRIM1/GINS1/FEN1/POLD2/POLA1/GINS2/MCM4/PRIM2/RFC4/RFC3/DNA2/MCM7/MCM6/CDC45/POLA2/RFC5/POLD1/MCM8/POLD4
R-HSA-75205,R-HSA-75205,Dissolution of Fibrin Clot,10,-0.879339357,-1.940908911,0.000222668,0.01692174,0.014064394,221,"tags=40%, list=1%, signal=39%",PLAUR/SERPINE1/PLAT/SERPINB2
R-HSA-9022699,R-HSA-9022699,MECP2 regulates neuronal receptors and channels,15,-0.796457767,-1.944686058,0.000457457,0.018819045,0.015641326,1554,"tags=40%, list=11%, signal=36%",MET/SLC2A3/GPRIN1/GRIN2A/GRIN2B/GRIA2
R-HSA-69239,R-HSA-69239,Synthesis of DNA,118,-0.53292211,-1.955009221,0.00026434,0.01692174,0.014064394,5305,"tags=73%, list=36%, signal=47%",RPS27A/SKP2/PSMA4/RBX1/CDC23/LIG1/UBC/PSMA3/CDT1/ANAPC11/CCNA2/POLE4/RFC1/PSMC3/PSMA7/CDK2/UBB/PSMC2/RPA2/PSMD6/GMNN/PCNA/PSMB6/ORC3/GINS4/MCM2/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/RPA3/PSMD3/PSMD1/GINS3/PSMB7/PSME3/PSME2/MCM5/POLD3/ANAPC1/MCM3/RFC2/POLE/PRIM1/CDC27/PSMC6/GINS1/UBE2S/PSMD14/FEN1/POLD2/POLA1/GINS2/POLE3/MCM4/ANAPC7/PSMD12/PSMD11/PSMD8/PRIM2/PSME4/RFC4/RFC3/DNA2/MCM7/UBE2C/ORC1/MCM6/CDC45/ANAPC10/POLA2/RFC5/CCNA1/CDC6/POLD1/CCNE2/ORC6/MCM8/PSMD2/ORC5/POLD4/POLE2
R-HSA-72203,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,236,-0.486467647,-1.956526195,0.000303859,0.01692174,0.014064394,5694,"tags=69%, list=39%, signal=43%",FUS/POLR2I/PRPF31/PPIE/AAAS/CPSF4/CTNNBL1/XAB2/HNRNPK/CWC27/SNRPD2/FYTTD1/CSTF1/THOC2/CDC40/PCBP1/LSM5/CASC3/PCF11/LSM3/PPIH/THOC1/SRRM1/DHX16/HNRNPA3/DDX39B/POLR2A/EIF4A3/NXT1/PRPF8/LSM6/SRSF6/U2AF1L4/THOC7/SNRNP35/SF3B6/HNRNPF/SRSF5/PTBP1/RBM17/SNRPC/PUF60/SYMPK/CPSF3/HNRNPM/CPSF6/PRPF38A/PAPOLA/HNRNPC/DHX38/LSM7/HNRNPD/SF3B3/NUP42/SMNDC1/CPSF2/RBM22/SNRPA/WDR33/SUGP1/SF3A1/SRSF9/GPKOW/SART1/SRSF4/CDC5L/SF3B2/NCBP1/HNRNPR/BCAS2/DHX9/POLR2C/DDX39A/LSM2/PPIL6/NUP62/NUP37/DDX46/NUP85/HNRNPA2B1/POLR2K/CLP1/SF3B5/TXNL4A/CWC22/LSM4/PPIL3/NUP98/PHF5A/PLRG1/SNRNP40/RBMX/DDX5/PRPF4/SRRT/NUP54/RAE1/PQBP1/HNRNPL/WBP11/SNRNP70/CHERP/SNRPF/SNRPB2/MAGOHB/NUP43/POM121/SRSF3/NUP93/RNPS1/SNRNP27/MAGOH/BUD31/THOC5/PDCD7/POLR2G/NUP50/CSTF3/SRSF10/POLR2B/SNRPG/NUP107/SRSF1/NUP153/TRA2B/U2AF2/GTF2F2/SLBP/SNRPE/NUP88/SNU13/U2SURP/MTREX/SF3A3/NUP155/POLR2H/NCBP2/POLR2D/NUP205/UPF3B/NUP58/SNRNP48/YBX1/SARNP/POLR2F/SNRPB/FIP1L1/SNRPA1/EIF4E/NUP188/DHX15/CSTF2/HSPA8/METTL3/SRSF7/PPIL1/PRPF3/NDC1/SNRPD1/NUP35/SEH1L/ELAVL2
R-HSA-72163,R-HSA-72163,mRNA Splicing - Major Pathway,179,-0.504966884,-1.960691711,0.00028169,0.01692174,0.014064394,5855,"tags=70%, list=40%, signal=43%",FUS/POLR2I/PRPF31/PPIE/CPSF4/CTNNBL1/XAB2/HNRNPK/CWC27/SNRPD2/CSTF1/CDC40/PCBP1/LSM5/CASC3/PCF11/LSM3/PPIH/SRRM1/DHX16/HNRNPA3/POLR2A/EIF4A3/PRPF8/LSM6/SRSF6/U2AF1L4/SF3B6/HNRNPF/SRSF5/PTBP1/RBM17/SNRPC/PUF60/SYMPK/CPSF3/HNRNPM/CPSF6/PRPF38A/PAPOLA/HNRNPC/DHX38/LSM7/HNRNPD/SF3B3/SMNDC1/CPSF2/RBM22/SNRPA/WDR33/SUGP1/SF3A1/SRSF9/GPKOW/SART1/SRSF4/CDC5L/SF3B2/NCBP1/HNRNPR/BCAS2/DHX9/POLR2C/LSM2/PPIL6/DDX46/HNRNPA2B1/POLR2K/CLP1/SF3B5/TXNL4A/CWC22/LSM4/PPIL3/PHF5A/PLRG1/SNRNP40/RBMX/DDX5/PRPF4/SRRT/PQBP1/HNRNPL/WBP11/SNRNP70/CHERP/SNRPF/SNRPB2/MAGOHB/SRSF3/RNPS1/SNRNP27/MAGOH/BUD31/POLR2G/CSTF3/SRSF10/POLR2B/SNRPG/SRSF1/TRA2B/U2AF2/GTF2F2/SNRPE/SNU13/U2SURP/MTREX/SF3A3/POLR2H/NCBP2/POLR2D/UPF3B/YBX1/POLR2F/SNRPB/FIP1L1/SNRPA1/DHX15/CSTF2/HSPA8/SRSF7/PPIL1/PRPF3/SNRPD1/ELAVL2
R-HSA-180910,R-HSA-180910,Vpr-mediated nuclear import of PICs,32,-0.681048156,-1.973486265,0.000936768,0.025495545,0.021190456,4093,"tags=72%, list=28%, signal=52%",NUP62/NUP37/NUP85/KPNA1/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/BANF1/NUP88/NUP155/NUP205/NUP58/NUP188/NDC1/NUP35/SEH1L/HMGA1
R-HSA-176033,R-HSA-176033,Interactions of Vpr with host cellular proteins,35,-0.671773611,-1.978322112,0.00070922,0.02425186,0.020156775,4093,"tags=69%, list=28%, signal=50%",NUP62/NUP37/NUP85/KPNA1/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/BANF1/NUP88/NUP155/NUP205/NUP58/NUP188/SLC25A5/NDC1/NUP35/SEH1L/HMGA1
R-HSA-6784531,R-HSA-6784531,tRNA processing in the nucleus,55,-0.619506917,-1.985250951,0.000496032,0.018819045,0.015641326,4244,"tags=60%, list=29%, signal=43%",ELAC2/NUP62/NUP37/NUP85/CLP1/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/POP1/POP7/NUP50/POP5/NUP107/NUP153/NUP88/TSEN54/RPP40/RPP30/NUP155/NUP205/NUP58/TRNT1/NUP188/RAN/CSTF2/XPOT/NDC1/NUP35/TSEN2/SEH1L
R-HSA-191859,R-HSA-191859,snRNP Assembly,51,-0.633695155,-2.004684279,0.000246488,0.01692174,0.014064394,4662,"tags=75%, list=32%, signal=51%",GEMIN5/NUP42/GEMIN8/SNUPN/NCBP1/NUP62/NUP37/NUP85/NUP98/DDX20/NUP54/RAE1/SNRPF/SMN1/NUP43/POM121/NUP93/TGS1/NUP50/SMN1/SNRPG/NUP107/NUP153/SNRPE/NUP88/NUP155/NCBP2/NUP205/NUP58/GEMIN6/WDR77/SNRPB/NUP188/PRMT5/GEMIN4/NDC1/SNRPD1/NUP35/SEH1L
R-HSA-194441,R-HSA-194441,Metabolism of non-coding RNA,51,-0.633695155,-2.004684279,0.000246488,0.01692174,0.014064394,4662,"tags=75%, list=32%, signal=51%",GEMIN5/NUP42/GEMIN8/SNUPN/NCBP1/NUP62/NUP37/NUP85/NUP98/DDX20/NUP54/RAE1/SNRPF/SMN1/NUP43/POM121/NUP93/TGS1/NUP50/SMN1/SNRPG/NUP107/NUP153/SNRPE/NUP88/NUP155/NCBP2/NUP205/NUP58/GEMIN6/WDR77/SNRPB/NUP188/PRMT5/GEMIN4/NDC1/SNRPD1/NUP35/SEH1L
R-HSA-438066,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",18,-0.788854721,-2.010630098,0.00022805,0.01692174,0.014064394,1131,"tags=44%, list=8%, signal=41%",GRIA3/GRIA1/GRIN1/GRIN2A/GRIN2B/CAMK2A/CAMK2B/GRIA2
R-HSA-6794361,R-HSA-6794361,Neurexins and neuroligins,43,-0.658345103,-2.023386467,0.000242954,0.01692174,0.014064394,1029,"tags=33%, list=7%, signal=30%",STXBP1/HOMER1/HOMER3/SYT1/GRIN1/STX1A/SYT12/GRIN2A/GRIN2B/DLGAP3/SYT7/NRXN1/BEGAIN/NRXN2
R-HSA-72306,R-HSA-72306,tRNA processing,104,-0.577445759,-2.073863973,0.000261712,0.01692174,0.014064394,4307,"tags=58%, list=29%, signal=41%",HSD17B10/OSGEP/ELAC2/QTRT1/NUP62/NUP37/NUP85/CLP1/EPRS1/FTSJ1/NUP98/THADA/CTU2/NUP54/RAE1/NSUN6/NUP43/POM121/GTPBP3/NUP93/POP1/POP7/TRMT13/ADAT1/NUP50/POP5/NUP107/NUP153/NUP88/TPRKB/NSUN2/TSEN54/RPP40/RPP30/NUP155/ADAT2/TRIT1/NUP205/CTU1/ALKBH8/NUP58/METTL1/TRMT10C/TYW3/PUS1/PRORP/TRNT1/NUP188/RAN/CSTF2/PRORP/TRMT1/XPOT/NDC1/DUS2/WDR4/NUP35/TSEN2/PUS7/SEH1L/TRMT6
